종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"265560","영화테크","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"10690180","500","5345090000","원(KRW)","엄준형","041-585-2685","충청남도 아산시 둔포면 아산밸리로 132 &nbsp"
"036000","예림당","KOSDAQ","중견기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"23034277","500","11617138500","원(KRW)","나춘호","02-566-1004","서울시 성동구 아차산로 153
(성수동2가, 예림출판문화센터) "
"250930","예선테크","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"33000440","100","3300044000","원(KRW)","전춘섭","02-783-1101","경기도 군포시 공단로 356-3 (지번 주소: 경기도 군포시 산본1동 1026-2) "
"053280","예스24","KOSDAQ","중견기업부",,"074709","무점포 소매업","12",,"25000000","500","12500000000","원(KRW)","김석환","02-3215-9100","서울특별시 영등포구 은행로 11 "
"122640","예스티","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"17291129","500","8645564500","원(KRW)","장동복, 강임수 각자대표이사","031-612-3337","경기도 평택시 진위면 마산12로 27 예스티 "
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","12",,"120337029","무액면","746459383","중국위안(CNY)","채정망","86-599-8508611","11 Wing Wo Street, Central, HONG KONG Unit 1, 9/F, Wo Hing Commercial Building"
"045060","오공","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"16941974","500","8470987000","원(KRW)","김윤정","032 -822 -5050","인천광역시 남동구  함박뫼로 341 "
"080520","오디텍","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"11746609","500","5873304500","원(KRW)","박병근","063-263-7626","전라북도 완주군 봉동읍 완주산단5로 87 "
"039830","오로라","KOSDAQ","우량기업부",,"137302","전문디자인업","12",,"10762890","500","5381445000","원(KRW)","각자대표 홍기선, 각자대표 노재연","02  -3420-4114","서울특별시 강남구 테헤란로 624 오로라빌딩 "
"322310","오로스테크놀로지","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"9366542","500","4683271000","원(KRW)","이준우","031-8046-8800","경기도 화성시 동탄면 동탄산단6길 15-23 &nbsp"
"046120","오르비텍","KOSDAQ","중견기업부",,"137209","기타 과학기술 서비스업","12",,"27068824","500","13534412000","원(KRW)","정성현","02-852-2223","서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)"
"014940","오리엔탈정공","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"45573661","500","22786830500","원(KRW)","박세철","051-202-0101","부산광역시 강서구  녹산산단289로 6 오리엔탈정공"
"065500","오리엔트정공","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"31742912","500","15871456000","원(KRW)","장재진, 박영동","031-730-6707","경상북도 구미시 수출대로 9-1 26-5(공단동)"
"010470","오리콤","KOSDAQ","우량기업부",,"137103","광고업","12",,"11975050","1000","11975050000","원(KRW)","고영섭, 김성대(각자 대표이사)","02-510-4077","서울특별시 강남구  언주로 726 두산빌딩 "
"352910","오비고","KOSDAQ","기술성장기업부","기술성장기업","106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"11450818","500","5725409000","원(KRW)","황도연","031-8033-3000","경기도 성남시 분당구 판교로 338 3층 &nbsp"
"053980","오상자이엘","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"17747882","500","8873941000","원(KRW)","이국래,김선기(각자 대표이사)","032-524-0700","인천 부평구 부평동 604-15 "
"052420","오성첨단소재","KOSDAQ","관리종목(소속부없음)",,"032202","플라스틱제품 제조업","12",,"72167744","500","36145156000","원(KRW)","이장원","063-839-8780","전라북도 익산시 석암로17길 104 오성첨단소재(주) "
"241790","오션브릿지","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10002634","500","5001317000","원(KRW)","이석규","031-8052-9090","경기도 안성시 양성면 동항공단길 49 "
"039200","오스코텍","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"30206525","500","15103262500","원(KRW)","김정근, 윤태영","031-628-7613","경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)"
"226400","오스테오닉","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"17139354","500","8569677000","원(KRW)","이동원","02-6902-8400","서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 "
"031510","오스템","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"28000000","500","14000000000","원(KRW)","김정우, 김동효(각자 대표이사)","041 -559 -2340","충청남도 천안시 동남구 수신면 수신로 739 "
"048260","오스템임플란트","KOSDAQ","관리종목(소속부없음)",,"032701","의료용 기기 제조업","12",,"14285717","500","7142858500","원(KRW)","엄태관","02-2016-7000","서울특별시 강서구 마곡중앙12로 3 오스템임플란트  "
"138080","오이솔루션","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"10624095","500","5312047500","원(KRW)","박용관","062-602-7631","광주광역시 북구 첨단연신로30번길 53 -"
"080580","오킨스전자","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"17679298","500","8839649000","원(KRW)","전진국","031-460-3500","경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp"
"067170","오텍","KOSDAQ","우량기업부",,"033004","자동차 재제조 부품 제조업","12",,"15391605","500","7695802500","원(KRW)","강성희, 소남영(각자 대표이사)","02-2628-0660","충청남도 예산군  고덕면 예덕로 1033-36 "
"353590","오토앤","KOSDAQ","중견기업부",,"074502","자동차 부품 및 내장품 판매업","12",,"12875570","500","6437785000","원(KRW)","최찬욱","16447160","경기도 안양시 만안구 전파로24번길 63 "
"173130","오파스넷","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"11860430","500","5930215000","원(KRW)","장수현","02-2193-8600","서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩) "
"049480","오픈베이스","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"31422383","500","15711191500","원(KRW)","송규헌","02  -3404-5601","서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)"
"309930","오하임아이엔티","KOSDAQ","중견기업부",,"074705","기타 생활용품 소매업","12",,"21218422","100","2121842200","원(KRW)","서정일","02-2020-7637","서울특별시 서초구 서초대로 396 강남빌딩 21층 "
"244460","올리패스","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"26633587","500","13316793500","원(KRW)","정신","02-6488-2200","경기도 용인시 기흥구 동백중앙로16번길 16-4 에이스동백타워1동 20층"
"226950","올릭스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"13703160","500","6851580000","원(KRW)","이동기","031-779-8400","경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp"
"057540","옴니시스템","KOSDAQ","우량기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"46449355","500","23224677500","원(KRW)","박혜린","031-883-5400","경기도 여주군  가남면 연삼로 284 "
"082210","옵트론텍","KOSDAQ","중견기업부",,"032703","사진장비 및 광학기기 제조업","12",,"24483945","500","12241972500","원(KRW)","홍사관, 임지윤","(042)360-1510","경상남도 창원시 의창구 평산로8번길 19-15 (팔용동)"
"109080","옵티시스","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"5636000","500","2818000000","원(KRW)","신현국","031-719-8033","경기도 성남시 수정구 산성대로 305 삼부르네상스파크Ⅱ 3층 "
"153710","옵티팜","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"14589458","500","7294729000","원(KRW)","김현일","043-249-7500","충청북도 청주시 흥덕구 오송읍 오송생명6로 63 "
"321820","와이더플래닛","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"6908282","500","3454141000","원(KRW)","구교식","02-2038-3266","서울특별시 강남구 테헤란로 211, 8층 &nbsp"
"122990","와이솔","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"28186941","500","14093470500","원(KRW)","염상덕","070-7837-6240","경기도 오산시 가장로 531-7(가장동) "
"232140","와이아이케이","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"82045350","100","8204535000","원(KRW)","최명배","031-639-9180","경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)"
"065530","와이어블","KOSDAQ","중견기업부",,"106102","전기 통신업","12",,"52860000","500","26430000000","원(KRW)","장석하, 김문환(각자대표이사)","(02)2077-3114","서울특별시 송파구 법원로11길 28 BK타워 11층 "
"067900","와이엔텍","KOSDAQ","우량기업부",,"053802","폐기물 처리업","12",,"18199659","500","9099829500","원(KRW)","박지영","061-690-6933","전라남도 여수시  여수산단로 1232 "
"155650","와이엠씨","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"19974358","500","9987179000","원(KRW)","이윤용","041-538-5200","충청남도 아산시  둔포면 아산밸리중앙로 154-25 "
"273640","와이엠텍","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"5483000","500","2741500000","원(KRW)","김홍기","070-4193-4091","충청북도 청주시 흥덕구 옥산면 과학산업3로 38 "
"251370","와이엠티","KOSDAQ","우량기업부",,"032001","기초 화학물질 제조업","12",,"15100637","500","7550318500","원(KRW)","전성욱","032-821-8277","인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) "
"066430","와이오엠","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"16410366","500","8205183000","원(KRW)","염현규","051-972-7175","부산광역시 강서구 생곡산단1로24번길 51 (생곡동)"
"193250","와이제이엠게임즈","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"57308559","100","5730855900","원(KRW)","민용재","02-591-1310","서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 "
"273060","와이즈버즈","KOSDAQ","중견기업부",,"137103","광고업","12",,"50449969","100","5044996900","원(KRW)","김종원","02-538-8897","서울특별시 강남구 테헤란로 317 17층(역삼동, 동훈타워)"
"019210","와이지-원","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"30573819","500","15286909500","원(KRW)","송호근, 송시한","032 -526 -0909","인천광역시 연수구 송도과학로16번길 13-40 - "
"122870","와이지엔터테인먼트","KOSDAQ","중견기업부",,"105902","오디오물 출판 및 원판 녹음업","12",,"18587549","500","9293774500","원(KRW)","황보경","02-3142-1104","서울특별시 마포구 희우정로1길 7 -"
"332570","와이팜","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"37141356","500","18570678000","원(KRW)","유대규","031-628-7811","경기도 성남시 분당구 판교로 255 9-22 705, 706호 "
"079000","와토스코리아","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"7200000","500","3600000000","원(KRW)","송공석,송태양","061-392-3685","전라남도 장성군  동화면 전자농공단지1길 31 "
"032820","우리기술","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"146443893","500","73221946500","원(KRW)","노갑선","02  -2102-5100","서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)"
"041190","우리기술투자","KOSDAQ","벤처기업부",,"116409","기타 금융업","12",,"84000000","500","42000000000","원(KRW)","이정훈","02-2008-3100","서울특별시 강남구 테헤란로 528 12층(대치동, 슈페리어타워) "
"115440","우리넷","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"9628285","500","4814142500","원(KRW)","장현국,최종신(각자대표)","031-276-5101","경기도 안양시 동안구 시민대로 353(관양동) "
"046970","우리로","KOSDAQ","관리종목(소속부없음)",,"074607","기타 전문 도매업","12",,"32049634","500","16024817000","원(KRW)","박세철","062-602-8100","광주광역시 광산구  평동산단6번로 102-22 "
"082850","우리바이오","KOSDAQ","중견기업부",,"032804","전구 및 조명장치 제조업","12",,"47754578","500","23877289000","원(KRW)","박길수","031-494-8828","경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)"
"215360","우리산업","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"9132163","500","4566081500","원(KRW)","김정우","031-201-6522","경기도 용인시 기흥구 지삼로 89 "
"072470","우리산업홀딩스","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"18887341","500","9443670500","원(KRW)","김명준","031)201-6522","경기도 용인시 기흥구 지삼로 89 "
